Sample,ID,site,treatment ,year,label,2016_plant_cover,2016_plant_density ,2017_plant_cover,2017_plant_density,2018_plant_cover,2018_plant_density,nh4_summer17,nh4_winter18,Mg,K,Ca,Na,P,DOC_summer17,DOC_winter18,NO3_summer17,NO3_winter18,CN_ratio,pH_summer17,pH_winter18,PO4,Sand,Silt,Clay ,wc_summer17,om_summer17,wc_winter18,om_winter18,P_winter2017,P_spring2017,P_summer2017,P_fall2017,P_winter2018,P_spring2018,P_summer2018,P_fall2018,P_winter2019,P_spring2019,P_summer2019,P_fall2019,Tavg_winter2020,P_spring2020,P_winter2017,Tavg_spring2017,Tavg_summer2017,Tavg_fall2017,Tavg_winter2018,Tavg_spring2018,Tavg_summer2018,Tavg_fall2018,Tavg_winter2019,Tavg_spring2019,Tavg_summer2019,Tavg_fall2019,Tavg_winter2020,Tavg_spring2020,Tmax_winter2017,TMax_spring2017,TMax_summer2017,TMax_fall2017,TMax_winter2018,TMax_spring2018,TMax_summer2018,TMax_fall2018,TMax_winter2019,TMax_spring2019,TMax_summer2019,TMax_fall2019,TMax_winter2020,TMax_spring2020,TMin_winter2017,TMin_spring2017,TMin_summer2017,TMin_fall2017,TMin_winter2018,TMin_spring2018,TMin_summer2018,TMin_fall2018,TMin_winter2019,TMin_spring2019,TMin_summer2019,TMin_fall2019,TMin_winter2020,TMin_spring2020
PGW03-2018_S33_L001_R1_001.fastq_good_,bulk23,pgw,burn,2018,pgwburn,3.65064695,11.76155268,4.634863702,22.29842181,27.49222798,6.419689119,0.790076406,1.032500057,0.922794074,1.325309055,0.858654586,0.182541139,0.136923524,0.337523444,0.700351503,0.666509224,0.556643872,11.47078314,5.539,5.724,22.19333296,20.46174941,49.79711026,29.74114034,4.807074012,5.74773013,7.197075194,6.840936885,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667
PGW04-2018_S34_L001_R1_001.fastq_good_,bulk24,pgw,burn,2018,pgwburn,3.65064695,11.76155268,4.634863702,22.29842181,27.49222798,6.419689119,0.790076406,1.032500057,0.922794074,1.325309055,0.858654586,0.182541139,0.136923524,0.337523444,0.700351503,0.666509224,0.556643872,11.47078314,5.539,5.724,22.19333296,20.46174941,49.79711026,29.74114034,4.807074012,5.74773013,7.197075194,6.840936885,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667
PGW05-2018_S35_L001_R1_001.fastq_good_,bulk25,pgw,burn,2018,pgwburn,3.65064695,11.76155268,4.634863702,22.29842181,27.49222798,6.419689119,0.790076406,1.032500057,0.922794074,1.325309055,0.858654586,0.182541139,0.136923524,0.337523444,0.700351503,0.666509224,0.556643872,11.47078314,5.539,5.724,22.19333296,20.46174941,49.79711026,29.74114034,4.807074012,5.74773013,7.197075194,6.840936885,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667
PGW06-2017_S47_L001_R1_001.fastq_good_,bulk26,pgw,burn,2017,pgwburn,3.65064695,11.76155268,4.634863702,22.29842181,27.49222798,6.419689119,0.790076406,1.032500057,0.922794074,1.325309055,0.858654586,0.182541139,0.136923524,0.337523444,0.700351503,0.666509224,0.556643872,11.47078314,5.539,5.724,22.19333296,20.46174941,49.79711026,29.74114034,4.807074012,5.74773013,7.197075194,6.840936885,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667
PGW06-2018_S36_L001_R1_001.fastq_good_,bulk26,pgw,burn,2018,pgwburn,3.65064695,11.76155268,4.634863702,22.29842181,27.49222798,6.419689119,0.790076406,1.032500057,0.922794074,1.325309055,0.858654586,0.182541139,0.136923524,0.337523444,0.700351503,0.666509224,0.556643872,11.47078314,5.539,5.724,22.19333296,20.46174941,49.79711026,29.74114034,4.807074012,5.74773013,7.197075194,6.840936885,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667
PGW07-2018_S37_L001_R1_001.fastq_good_,bulk27,pgw,burn,2018,pgwburn,3.65064695,11.76155268,4.634863702,22.29842181,27.49222798,6.419689119,0.790076406,1.032500057,0.922794074,1.325309055,0.858654586,0.182541139,0.136923524,0.337523444,0.700351503,0.666509224,0.556643872,11.47078314,5.539,5.724,22.19333296,20.46174941,49.79711026,29.74114034,4.807074012,5.74773013,7.197075194,6.840936885,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667
PGW08-2018_S38_L001_R1_001.fastq_good_,bulk28,pgw,burn,2018,pgwburn,3.65064695,11.76155268,4.634863702,22.29842181,27.49222798,6.419689119,0.790076406,1.032500057,0.922794074,1.325309055,0.858654586,0.182541139,0.136923524,0.337523444,0.700351503,0.666509224,0.556643872,11.47078314,5.539,5.724,22.19333296,20.46174941,49.79711026,29.74114034,4.807074012,5.74773013,7.197075194,6.840936885,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667
PGW09-2017_S48_L001_R1_001.fastq_good_,bulk29,pgw,burn,2017,pgwburn,3.65064695,11.76155268,4.634863702,22.29842181,27.49222798,6.419689119,0.790076406,1.032500057,0.922794074,1.325309055,0.858654586,0.182541139,0.136923524,0.337523444,0.700351503,0.666509224,0.556643872,11.47078314,5.539,5.724,22.19333296,20.46174941,49.79711026,29.74114034,4.807074012,5.74773013,7.197075194,6.840936885,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667
PGW09-2018_S39_L001_R1_001.fastq_good_,bulk29,pgw,burn,2018,pgwburn,3.65064695,11.76155268,4.634863702,22.29842181,27.49222798,6.419689119,0.790076406,1.032500057,0.922794074,1.325309055,0.858654586,0.182541139,0.136923524,0.337523444,0.700351503,0.666509224,0.556643872,11.47078314,5.539,5.724,22.19333296,20.46174941,49.79711026,29.74114034,4.807074012,5.74773013,7.197075194,6.840936885,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667
PGW10-2018_S40_L001_R1_001.fastq_good_,bulk30,pgw,burn,2018,pgwburn,3.65064695,11.76155268,4.634863702,22.29842181,27.49222798,6.419689119,0.790076406,1.032500057,0.922794074,1.325309055,0.858654586,0.182541139,0.136923524,0.337523444,0.700351503,0.666509224,0.556643872,11.47078314,5.539,5.724,22.19333296,20.46174941,49.79711026,29.74114034,4.807074012,5.74773013,7.197075194,6.840936885,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667
PGWC01-2018_S21_L001_R1_001.fastq_good_,bulk31,pgw,control,2018,pgwcontrol,3.65064695,11.76155268,4.634863702,22.29842181,3.302547771,20.7133758,0.976098318,0.889828553,0.996224649,1.352396593,0.859981428,0.163023571,0.14878015,0.322749,0.366097401,0.759216608,0.821114859,10.84290026,5.467,5.648,25.08829288,19.15285855,46.81737324,34.02976822,6.109424813,5.943153953,9.741880288,6.514503741,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667
PGWC02-2018_S22_L001_R1_001.fastq_good_,bulk32,pgw,control,2018,pgwcontrol,3.65064695,11.76155268,4.634863702,22.29842181,3.302547771,20.7133758,0.976098318,0.889828553,0.996224649,1.352396593,0.859981428,0.163023571,0.14878015,0.322749,0.366097401,0.759216608,0.821114859,10.84290026,5.467,5.648,25.08829288,19.15285855,46.81737324,34.02976822,6.109424813,5.943153953,9.741880288,6.514503741,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667
PGWC03-2018_S23_L001_R1_001.fastq_good_,bulk33,pgw,control,2018,pgwcontrol,3.65064695,11.76155268,4.634863702,22.29842181,3.302547771,20.7133758,0.976098318,0.889828553,0.996224649,1.352396593,0.859981428,0.163023571,0.14878015,0.322749,0.366097401,0.759216608,0.821114859,10.84290026,5.467,5.648,25.08829288,19.15285855,46.81737324,34.02976822,6.109424813,5.943153953,9.741880288,6.514503741,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667
PGWC04-2017_S45_L001_R1_001.fastq_good_,bulk34,pgw,control,2017,pgwcontrol,3.65064695,11.76155268,4.634863702,22.29842181,3.302547771,20.7133758,0.976098318,0.889828553,0.996224649,1.352396593,0.859981428,0.163023571,0.14878015,0.322749,0.366097401,0.759216608,0.821114859,10.84290026,5.467,5.648,25.08829288,19.15285855,46.81737324,34.02976822,6.109424813,5.943153953,9.741880288,6.514503741,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667
PGWC04-2018_S24_L001_R1_001.fastq_good_,bulk34,pgw,control,2018,pgwcontrol,3.65064695,11.76155268,4.634863702,22.29842181,3.302547771,20.7133758,0.976098318,0.889828553,0.996224649,1.352396593,0.859981428,0.163023571,0.14878015,0.322749,0.366097401,0.759216608,0.821114859,10.84290026,5.467,5.648,25.08829288,19.15285855,46.81737324,34.02976822,6.109424813,5.943153953,9.741880288,6.514503741,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667
PGWC05-2018_S25_L001_R1_001.fastq_good_,bulk35,pgw,control,2018,pgwcontrol,3.65064695,11.76155268,4.634863702,22.29842181,3.302547771,20.7133758,0.976098318,0.889828553,0.996224649,1.352396593,0.859981428,0.163023571,0.14878015,0.322749,0.366097401,0.759216608,0.821114859,10.84290026,5.467,5.648,25.08829288,19.15285855,46.81737324,34.02976822,6.109424813,5.943153953,9.741880288,6.514503741,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667
PGWC06-2018_S26_L001_R1_001.fastq_good_,bulk36,pgw,control,2018,pgwcontrol,3.65064695,11.76155268,4.634863702,22.29842181,3.302547771,20.7133758,0.976098318,0.889828553,0.996224649,1.352396593,0.859981428,0.163023571,0.14878015,0.322749,0.366097401,0.759216608,0.821114859,10.84290026,5.467,5.648,25.08829288,19.15285855,46.81737324,34.02976822,6.109424813,5.943153953,9.741880288,6.514503741,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667
PGWC07-2018_S27_L001_R1_001.fastq_good_,bulk37,pgw,control,2018,pgwcontrol,3.65064695,11.76155268,4.634863702,22.29842181,3.302547771,20.7133758,0.976098318,0.889828553,0.996224649,1.352396593,0.859981428,0.163023571,0.14878015,0.322749,0.366097401,0.759216608,0.821114859,10.84290026,5.467,5.648,25.08829288,19.15285855,46.81737324,34.02976822,6.109424813,5.943153953,9.741880288,6.514503741,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667
PGWC08-2017_S46_L001_R1_001.fastq_good_,bulk38,pgw,control,2017,pgwcontrol,3.65064695,11.76155268,4.634863702,22.29842181,3.302547771,20.7133758,0.976098318,0.889828553,0.996224649,1.352396593,0.859981428,0.163023571,0.14878015,0.322749,0.366097401,0.759216608,0.821114859,10.84290026,5.467,5.648,25.08829288,19.15285855,46.81737324,34.02976822,6.109424813,5.943153953,9.741880288,6.514503741,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667
PGWC08-2018_S28_L001_R1_001.fastq_good_,bulk38,pgw,control,2018,pgwcontrol,3.65064695,11.76155268,4.634863702,22.29842181,3.302547771,20.7133758,0.976098318,0.889828553,0.996224649,1.352396593,0.859981428,0.163023571,0.14878015,0.322749,0.366097401,0.759216608,0.821114859,10.84290026,5.467,5.648,25.08829288,19.15285855,46.81737324,34.02976822,6.109424813,5.943153953,9.741880288,6.514503741,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667
PGWC09-2018_S29_L001_R1_001.fastq_good_,bulk39,pgw,control,2018,pgwcontrol,3.65064695,11.76155268,4.634863702,22.29842181,3.302547771,20.7133758,0.976098318,0.889828553,0.996224649,1.352396593,0.859981428,0.163023571,0.14878015,0.322749,0.366097401,0.759216608,0.821114859,10.84290026,5.467,5.648,25.08829288,19.15285855,46.81737324,34.02976822,6.109424813,5.943153953,9.741880288,6.514503741,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667
PGWC10-2018_S30_L001_R1_001.fastq_good_,bulk40,pgw,control,2018,pgwcontrol,3.65064695,11.76155268,4.634863702,22.29842181,3.302547771,20.7133758,0.976098318,0.889828553,0.996224649,1.352396593,0.859981428,0.163023571,0.14878015,0.322749,0.366097401,0.759216608,0.821114859,10.84290026,5.467,5.648,25.08829288,19.15285855,46.81737324,34.02976822,6.109424813,5.943153953,9.741880288,6.514503741,5.105,0.23,0,0.206666667,0.52,0.676666667,0,0.666666667,4.296666667,0.723333333,0.106666667,0.85,1.413333333,1.923333333,53.4,61.05,70.26666667,68.33333333,60.4,57.6,69.63333333,65.43333333,53.16666667,56.5,67.8,67.3,56.16666667,58.93333333,58.05,68.05,79.03333333,75.23333333,66.8,64.36666667,77.93333333,72.4,58.03333333,62.43333333,75.43333333,74.7,61.8,65.3,48.7,54.05,61.43333333,61.36666667,54,50.9,61.33333333,58.5,48.3,50.6,60.13333333,59.8,50.56666667,52.66666667
